Show_ID,Type,Title,Category,Date_Added,Rating,Director,Description
s5692,Movie,Mercenary,"Dramas, International Movies, Sports Movies",2016-12-04,TV-MA,Sacha Wolff,"When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success."
s5694,Movie,For the Love of Spock,Documentaries,2016-12-02,TV-14,Adam Nimoy,"The son of actor Leonard Nimoy directs this moving look at his father's portrayal of Spock, the iconic ""Star Trek"" character he played for 50 years."
s5695,Movie,White Girl,"Dramas, Independent Movies",2016-12-02,TV-MA,Elizabeth Wood,"A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away."
s5697,Movie,1000 Rupee Note,"Dramas, International Movies",2016-12-01,TV-14,Shrihari Sathe,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly."
s5698,Movie,Across Grace Alley,Dramas,2016-12-01,TV-PG,Ralph Macchio,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window."
s5699,Movie,Asu Mare 2,"Comedies, International Movies",2016-12-01,TV-14,Ricardo Maldonado,To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.
s5702,Movie,Interrogation,"Dramas, International Movies, Thrillers",2016-12-01,TV-MA,Vetrimaaran,"In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
s5703,Movie,Rainbow Time,"Comedies, Dramas, Independent Movies",2016-12-01,TV-MA,Linas Phillips,"A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him."
s5705,Movie,Richard Pryor: Live in Concert,Stand-Up Comedy,2016-12-01,TV-MA,Jeff Margolis,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself."
s5706,Movie,The Violin Player,"Dramas, Independent Movies, International Movies",2016-12-01,TV-14,Bauddhayan Mukherji,"An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
s5707,Movie,Beauties of the Night,"Documentaries, International Movies",2016-11-25,TV-MA,María Jose Cuevas,"Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene."
s5709,Movie,Michael Che Matters,Stand-Up Comedy,2016-11-25,TV-MA,Oz Rodriguez,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn."
s5710,Movie,Mercy,"Dramas, Thrillers",2016-11-22,TV-MA,Chris Sparling,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.
s5711,Movie,The Land of Cards,"Dramas, Independent Movies, International Movies",2016-11-22,TV-14,Qaushiq Mukherjee,A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.
s5712,Movie,Carlos Ballarta: El amor es de putos,Stand-Up Comedy,2016-11-21,TV-MA,"Jan Suter, Raúl Campos Delgado","Carlos Ballarta mocks daily life in Mexico, including public transit, the education system and the corn seller who betrays your confidence."
s5713,Movie,Donald Glover: Weirdo,Stand-Up Comedy,2016-11-19,TV-MA,"Shannon Hartman, Michelle Caputo","Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us."
s5714,Movie,Colin Quinn: The New York Story,Stand-Up Comedy,2016-11-18,TV-MA,Jerry Seinfeld,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld."
s5715,Movie,Divines,"Dramas, Independent Movies, International Movies",2016-11-18,TV-MA,Houda Benyamina,A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.
s5718,Movie,Dieter Nuhr: Nuhr in Berlin,Stand-Up Comedy,2016-11-15,TV-MA,Volker Weicker,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang."
s5719,Movie,Mumbai Cha Raja,"Dramas, Independent Movies, International Movies",2016-11-15,TV-MA,Manjeet Singh,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother."
s5720,Movie,True Memoirs of an International Assassin,"Action & Adventure, Comedies",2016-11-11,TV-14,Jeff Wadlow,"After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela."
s5722,Movie,Kathleen Madigan: Bothering Jesus,Stand-Up Comedy,2016-11-10,TV-MA,Lorene Machado,"The Irish American comic riffs on everything from growing up in Missouri, signing up her parents to be Uber drivers and anything to do with bacon."
s5725,Movie,"Dana Carvey: Straight White Male, 60",Stand-Up Comedy,2016-11-04,TV-MA,Marcus Raboy,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.
s5727,Movie,A Grand Night In: The Story of Aardman,Documentaries,2016-11-01,TV-PG,Richard Mears,"Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary."
s5734,Movie,Norman Lear: Just Another Version of You,Documentaries,2016-11-01,TV-MA,"Heidi Ewing, Rachel Grady","This documentary turns the spotlight on the man behind the iconic ""All in the Family,"" with comments from friends, family and famous collaborators."
s5736,Movie,Spanish Affair 2,"Comedies, International Movies, Romantic Movies",2016-11-01,TV-MA,Emilio Martínez Lázaro,Spanish provincialism is put into the spotlight as a man from the Basque Country embarks on a mission to keep his daughter from marrying a Catalan.
s5737,Movie,Pup Star,"Children & Family Movies, Comedies",2016-10-29,G,Robert Vince,"After a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure."
s5738,Movie,I Am the Pretty Thing That Lives in the House,"Horror Movies, International Movies, Thrillers",2016-10-28,TV-14,Osgood Perkins,A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.
s5739,Movie,Into the Inferno,Documentaries,2016-10-28,TV-PG,Werner Herzog,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices."
s5740,Movie,The African Doctor,"Comedies, Dramas, International Movies",2016-10-28,TV-14,Julien Rambaldi,"Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone."
s5741,Movie,They Are Everywhere,"Comedies, International Movies",2016-10-28,TV-MA,Yvan Attal,"In counseling sessions with his therapist, preoccupied Yvan shares stories of anti-Semitism and what it's like to live as a Jew in modern France."
s5743,Movie,West Coast,"Comedies, Dramas, International Movies",2016-10-28,TV-MA,Benjamin Weill,Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.
s5744,Movie,7 años,"Dramas, International Movies",2016-10-27,TV-MA,Roger Gual,Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.
s5746,Movie,Joe Rogan: Triggered,Stand-Up Comedy,2016-10-21,TV-MA,Anthony Giordano,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins."
s5747,Movie,A Mighty Team,"Comedies, International Movies, Sports Movies",2016-10-15,TV-MA,Thomas Sorriaux,"When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth."
s5748,Movie,Berserk: The Golden Age Arc I - The Egg of the King,"Action & Adventure, Anime Features, International Movies",2016-10-15,TV-MA,Toshiyuki Kubooka,"Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate."
s5749,Movie,Bleach The Movie: Fade to Black,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2016-10-15,TV-PG,Noriyuki Abe,"When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei."
s5750,Movie,Bleach the Movie: Hell Verse,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2016-10-15,TV-14,Noriyuki Abe,"When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister."
s5751,Movie,Blind Date,"Comedies, International Movies, Music & Musicals",2016-10-15,TV-14,Clovis Cornillac,"A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date."
s5755,Movie,Sky Ladder: The Art of Cai Guo-Qiang,Documentaries,2016-10-14,TV-MA,Kevin MacDonald,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary."
s5756,Movie,Mascots,Comedies,2016-10-13,TV-MA,Christopher Guest,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest."
s5757,Movie,Justin Timberlake + the Tennessee Kids,Music & Musicals,2016-10-12,TV-MA,Jonathan Demme,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star."
s5759,Movie,Russell Peters: Almost Famous,Stand-Up Comedy,2016-10-07,TV-MA,Dave Higby,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human."
s5761,Movie,The Siege of Jadotville,"Action & Adventure, Dramas, International Movies",2016-10-07,TV-MA,Richie Smyth,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story."
s5762,Movie,LEGO Jurassic World: The Indominus Escape,"Children & Family Movies, Comedies",2016-10-04,TV-Y7,Michael D. Black,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?
s5765,Movie,Bombshell,Dramas,2016-10-01,TV-MA,Riccardo Pilizzeri,"In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies."
s5766,Movie,Chatô: The King of Brazil,"Dramas, International Movies",2016-10-01,TV-MA,Guilherme Fontes,"The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged."
s5768,Movie,Harud,"Dramas, International Movies",2016-10-01,TV-MA,Aamir Bashir,"A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera."
s5771,Movie,Much Ado About Nothing,"Dramas, Independent Movies, International Movies",2016-10-01,TV-MA,Alejandro Fernández Almendras,Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.
s5773,Movie,My Big Night,"Comedies, International Movies, Music & Musicals",2016-10-01,TV-MA,Álex de la Iglesia,An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.
s5774,Movie,My Little Pony Equestria Girls: Legend of Everfree,"Children & Family Movies, Comedies",2016-10-01,TV-Y7,Ishi Rudell,"The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer."
s5775,TV Show,Old Money,"International TV Shows, TV Comedies, TV Dramas",2016-10-01,TV-MA,David Schalko,"Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs."
s5777,Movie,Riphagen - The Untouchable,"Dramas, International Movies",2016-10-01,TV-14,Pieter Kuijpers,"This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths."
